"value_numeric","value_nominal","customerid","companyname","country","balance","orderid","orderdate","requireddate","pyear","shippeddate","shipvia","freight","shipname","shipaddress","shipcity","shipregion","shippostalcode","shipcountry","unitprice","quantity","discount","productname","supplierid","categoryid","quantityperunit","p_unitprice","unitsinstock","unitsonorder","reorderlevel","discontinued"
"40.23","L","BERGS","Berglunds snabbköp","Sweden","$1,000.00",10654,"1997-09-02 00:00:00","1997-09-30","1997","1997-09-11",1,"$55.26","Berglunds snabbköp","Berguvsvägen  8","Luleå",NULL,"S-958 22","Sweden","$7.45",6,"0.1","Tourtière",25,6,"16 pies","$7.45",21,0,10,0
"154.4","L","REGGC","Reggiani Caseifici","Italy","$1,000.00",10655,"1997-09-03 00:00:00","1997-10-01","1997","1997-09-11",2,"$4.41","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia",NULL,"42100","Italy","$9.65",20,"0.2","Jack's New England Clam Chowder",19,8,"12 - 12 oz cans","$9.65",85,0,10,0
"62.78","L","GREAL","Great Lakes Food Market","USA","$1,000.00",10656,"1997-09-04 00:00:00","1997-10-02","1997","1997-09-10",1,"$57.15","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA","$23.25",3,"0.1","Tofu",6,7,"40 - 100 g pkgs.","$23.25",35,0,0,0
"490.14","M","GREAL","Great Lakes Food Market","USA","$1,000.00",10656,"1997-09-04 00:00:00","1997-10-02","1997","1997-09-10",1,"$57.15","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA","$19.45",28,"0.1","Gula Malacca",20,2,"20 - 2 kg bags","$19.45",27,0,15,0
"51.3","L","GREAL","Great Lakes Food Market","USA","$1,000.00",10656,"1997-09-04 00:00:00","1997-10-02","1997","1997-09-10",1,"$57.15","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA","$9.50",6,"0.1","Zaanse koeken",22,3,"10 - 4 oz boxes","$9.50",36,0,0,0
"775","M","SAVEA","Save-a-lot Markets","USA","$1,000.00",10657,"1997-09-04 00:00:00","1997-10-02","1997","1997-09-15",2,"$352.69","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$15.50",50,"0","Genen Shouyu",6,2,"24 - 250 ml bottles","$15.50",39,0,5,0
"231.6","M","SAVEA","Save-a-lot Markets","USA","$1,000.00",10657,"1997-09-04 00:00:00","1997-10-02","1997","1997-09-15",2,"$352.69","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$9.65",24,"0","Jack's New England Clam Chowder",19,8,"12 - 12 oz cans","$9.65",85,0,10,0
"540","M","SAVEA","Save-a-lot Markets","USA","$1,000.00",10657,"1997-09-04 00:00:00","1997-10-02","1997","1997-09-15",2,"$352.69","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$12.00",45,"0","Spegesild",21,8,"4 - 450 g glasses","$12.00",95,0,0,0
"95","L","SAVEA","Save-a-lot Markets","USA","$1,000.00",10657,"1997-09-04 00:00:00","1997-10-02","1997","1997-09-15",2,"$352.69","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$9.50",10,"0","Zaanse koeken",22,3,"10 - 4 oz boxes","$9.50",36,0,0,0
"1710","H","SAVEA","Save-a-lot Markets","USA","$1,000.00",10657,"1997-09-04 00:00:00","1997-10-02","1997","1997-09-15",2,"$352.69","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$38.00",45,"0","Gnocchi di nonna Alice",26,5,"24 - 250 g pkgs.","$38.00",21,10,30,0
"1020","M","SAVEA","Save-a-lot Markets","USA","$1,000.00",10657,"1997-09-04 00:00:00","1997-10-02","1997","1997-09-15",2,"$352.69","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$34.00",30,"0","Camembert Pierrot",28,4,"15 - 300 g rounds","$34.00",19,0,0,0
"600","M","QUICK","QUICK-Stop","Germany","$1,000.00",10658,"1997-09-05 00:00:00","1997-10-03","1997","1997-09-08",1,"$364.15","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$10.00",60,"0","Sir Rodney's Scones",8,3,"24 pkgs. x 4 pieces","$10.00",3,40,5,0
"1223.6","H","QUICK","QUICK-Stop","Germany","$1,000.00",10658,"1997-09-05 00:00:00","1997-10-03","1997","1997-09-08",1,"$364.15","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$18.40",70,"0.05","Boston Crab Meat",19,8,"24 - 4 oz tins","$18.40",900,0,30,0
"1776.5","H","QUICK","QUICK-Stop","Germany","$1,000.00",10658,"1997-09-05 00:00:00","1997-10-03","1997","1997-09-08",1,"$364.15","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$34.00",55,"0.05","Camembert Pierrot",28,4,"15 - 300 g rounds","$34.00",19,0,0,0
"864.5","M","QUICK","QUICK-Stop","Germany","$1,000.00",10658,"1997-09-05 00:00:00","1997-10-03","1997","1997-09-08",1,"$364.15","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$13.00",70,"0.05","Original Frankfurter grüne Soße",12,2,"12 boxes","$13.00",32,0,15,0
"237.5","M","QUEE ","Queen Cozinha","Brazil","$1,000.00",10659,"1997-09-05 00:00:00","1997-10-03","1997","1997-09-10",2,"$105.81","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil","$12.50",20,"0.05","Gorgonzola Telino",14,4,"12 - 100 g pkgs","$12.50",0,70,20,0
"419.52","M","QUEE ","Queen Cozinha","Brazil","$1,000.00",10659,"1997-09-05 00:00:00","1997-10-03","1997","1997-09-10",2,"$105.81","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil","$18.40",24,"0.05","Boston Crab Meat",19,8,"24 - 4 oz tins","$18.40",900,0,30,0
"570","M","QUEE ","Queen Cozinha","Brazil","$1,000.00",10659,"1997-09-05 00:00:00","1997-10-03","1997","1997-09-10",2,"$105.81","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil","$15.00",40,"0.05","Outback Lager",7,1,"24 - 355 ml bottles","$15.00",15,10,30,0
"1701","H","HUNGC","Hungry Coyote Import Store","USA","$1,000.00",10660,"1997-09-08 00:00:00","1997-10-06","1997","1997-10-15",1,"$111.29","Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgin","OR","97827","USA","$81.00",21,"0","Sir Rodney's Marmalade",8,3,"30 gift boxes","$81.00",40,0,0,0
"43.2","L","HU   ","Hungry Owl All-Night Grocers","Ireland","$1,000.00",10661,"1997-09-09 00:00:00","1997-10-07","1997","1997-09-15",3,"$17.55","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","$18.00",3,"0.2","Chartreuse verte",18,1,"750 cc per bottle","$23.81",69,0,5,0
"519.4","M","HU   ","Hungry Owl All-Night Grocers","Ireland","$1,000.00",10661,"1997-09-09 00:00:00","1997-10-07","1997","1997-09-15",3,"$17.55","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","$13.25",49,"0.2","Escargots de Bourgogne",27,8,"24 pieces","$13.25",62,0,20,0
"125","L","LONEP","Lonesome Pine Restaurant","USA","$1,000.00",10662,"1997-09-09 00:00:00","1997-10-07","1997","1997-09-18",2,"$1.28","Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Portland","OR","97219","USA","$12.50",10,"0","Scottish Longbreads",8,3,"10 boxes x 8 pieces","$12.50",6,10,15,0
"524.4","M","BONAP","Bon app'","France","$1,000.00",10663,"1997-09-10 00:00:00","1997-09-24","1997","1997-10-03",2,"$113.15","Bon app'","12, rue des Bouchers","Marseille",NULL,"13008","France","$18.40",30,"0.05","Boston Crab Meat",19,8,"24 - 4 oz tins","$18.40",900,0,30,0
"399","M","BONAP","Bon app'","France","$1,000.00",10663,"1997-09-10 00:00:00","1997-09-24","1997","1997-10-03",2,"$113.15","Bon app'","12, rue des Bouchers","Marseille",NULL,"13008","France","$14.00",30,"0.05","Singaporean Hokkien Fried Mee",20,5,"32 - 1 kg pkgs.","$14.00",16,0,0,1
"1007","M","BONAP","Bon app'","France","$1,000.00",10663,"1997-09-10 00:00:00","1997-09-24","1997","1997-10-03",2,"$113.15","Bon app'","12, rue des Bouchers","Marseille",NULL,"13008","France","$53.00",20,"0.05","Manjimup Dried Apples",24,7,"50 - 300 g pkgs.","$53.00",20,0,10,0
"632.4","M","FURIB","Furia Bacalhau e Frutos do Mar","Portugal","$1,000.00",10664,"1997-09-10 00:00:00","1997-10-08","1997","1997-09-19",3,"$1.27","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa",NULL,"1675","Portugal","$31.00",24,"0.15","Ikura",4,8,"12 - 200 ml jars","$31.00",23,0,0,0
"387.6","M","FURIB","Furia Bacalhau e Frutos do Mar","Portugal","$1,000.00",10664,"1997-09-10 00:00:00","1997-10-08","1997","1997-09-19",3,"$1.27","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa",NULL,"1675","Portugal","$38.00",12,"0.15","Gnocchi di nonna Alice",26,5,"24 - 250 g pkgs.","$38.00",21,10,30,0
"268.39","M","FURIB","Furia Bacalhau e Frutos do Mar","Portugal","$1,000.00",10664,"1997-09-10 00:00:00","1997-10-08","1997","1997-09-19",3,"$1.27","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa",NULL,"1675","Portugal","$21.05",15,"0.15","Louisiana Fiery Hot Pepper Sauce",2,2,"32 - 8 oz bottles","$21.05",76,0,0,0
"1060","M","LONEP","Lonesome Pine Restaurant","USA","$1,000.00",10665,"1997-09-11 00:00:00","1997-10-09","1997","1997-09-17",2,"$26.31","Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Portland","OR","97219","USA","$53.00",20,"0","Manjimup Dried Apples",24,7,"50 - 300 g pkgs.","$53.00",20,0,10,0
"55","L","LONEP","Lonesome Pine Restaurant","USA","$1,000.00",10665,"1997-09-11 00:00:00","1997-10-09","1997","1997-09-17",2,"$26.31","Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Portland","OR","97219","USA","$55.00",1,"0","Raclette Courdavault",28,4,"5 kg pkg.","$55.00",79,0,0,0
"180","L","LONEP","Lonesome Pine Restaurant","USA","$1,000.00",10665,"1997-09-11 00:00:00","1997-10-09","1997","1997-09-17",2,"$26.31","Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Portland","OR","97219","USA","$18.00",10,"0","Lakkalikööri",23,1,"500 ml","$18.00",57,0,20,0
"4456.44","H","RICSU","Richter Supermarkt","Switzerland","$1,000.00",10666,"1997-09-12 00:00:00","1997-10-10","1997","1997-09-22",2,"$232.42","Richter Supermarkt","Starenweg 5","Genève",NULL,"1204","Switzerland","$123.79",36,"0","Thüringer Rostbratwurst",12,6,"50 bags x 30 sausgs.","$123.79",0,0,0,1
"210.5","M","RICSU","Richter Supermarkt","Switzerland","$1,000.00",10666,"1997-09-12 00:00:00","1997-10-10","1997","1997-09-22",2,"$232.42","Richter Supermarkt","Starenweg 5","Genève",NULL,"1204","Switzerland","$21.05",10,"0","Louisiana Fiery Hot Pepper Sauce",2,2,"32 - 8 oz bottles","$21.05",76,0,0,0
"1296","H","ERNSH","Ernst Handel","Austria","$1,000.00",10667,"1997-09-12 00:00:00","1997-10-10","1997","1997-09-19",1,"$78.09","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$36.00",45,"0.2","Gudbrandsdalsost",15,4,"10 kg pkg.","$36.00",26,0,15,0
"240.8","M","ERNSH","Ernst Handel","Austria","$1,000.00",10667,"1997-09-12 00:00:00","1997-10-10","1997","1997-09-19",1,"$78.09","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$21.50",14,"0.2","Flotemysost",15,4,"10 - 500 g pkgs.","$21.50",26,0,0,0
"90","L","WANDK","Die Wandernde Kuh","Germany","$1,000.00",10668,"1997-09-15 00:00:00","1997-10-13","1997","1997-09-23",2,"$47.22","Die Wandernde Kuh","Adenauerallee 900","Stuttgart",NULL,"70563","Germany","$12.50",8,"0.1","Gorgonzola Telino",14,4,"12 - 100 g pkgs","$12.50",0,70,20,0
"86.4","L","WANDK","Die Wandernde Kuh","Germany","$1,000.00",10668,"1997-09-15 00:00:00","1997-10-13","1997","1997-09-23",2,"$47.22","Die Wandernde Kuh","Adenauerallee 900","Stuttgart",NULL,"70563","Germany","$24.00",4,"0.1","Pâté chinois",25,6,"24 boxes x 2 pies","$24.00",115,0,20,0
"448.88","M","WANDK","Die Wandernde Kuh","Germany","$1,000.00",10668,"1997-09-15 00:00:00","1997-10-13","1997","1997-09-23",2,"$47.22","Die Wandernde Kuh","Adenauerallee 900","Stuttgart",NULL,"70563","Germany","$33.25",15,"0.1","Wimmers gute Semmelknödel",12,5,"20 bags x 4 pieces","$33.25",22,80,30,0
"570","M","SIMOB","Simons bistro","Denmark","$1,000.00",10669,"1997-09-15 00:00:00","1997-10-13","1997","1997-09-22",1,"$24.39","Simons bistro","Vinbæltet 34","Kobenhavn",NULL,"1734","Denmark","$19.00",30,"0","Inlagd Sill",17,8,"24 - 250 g  jars","$19.00",112,0,20,0
"288","M","FRANK","Frankenversand","Germany","$1,000.00",10670,"1997-09-16 00:00:00","1997-10-14","1997","1997-09-18",1,"$203.48","Frankenversand","Berliner Platz 43","München",NULL,"80805","Germany","$9.00",32,"0","Tunnbröd",9,5,"12 - 250 g pkgs.","$9.00",61,0,25,0
"720","M","FRANK","Frankenversand","Germany","$1,000.00",10670,"1997-09-16 00:00:00","1997-10-14","1997","1997-09-18",1,"$203.48","Frankenversand","Berliner Platz 43","München",NULL,"80805","Germany","$12.00",60,"0","Spegesild",21,8,"4 - 450 g glasses","$12.00",95,0,0,0
"350","M","FRANK","Frankenversand","Germany","$1,000.00",10670,"1997-09-16 00:00:00","1997-10-14","1997","1997-09-18",1,"$203.48","Frankenversand","Berliner Platz 43","München",NULL,"80805","Germany","$14.00",25,"0","Laughing Lumberjack Lager",16,1,"24 - 12 oz bottles","$14.00",52,0,10,0
"750","M","FRANK","Frankenversand","Germany","$1,000.00",10670,"1997-09-16 00:00:00","1997-10-14","1997","1997-09-18",1,"$203.48","Frankenversand","Berliner Platz 43","München",NULL,"80805","Germany","$15.00",50,"0","Röd Kaviar",17,8,"24 - 150 g jars","$15.00",101,0,5,0
"193.75","L","FRANK","Frankenversand","Germany","$1,000.00",10670,"1997-09-16 00:00:00","1997-10-14","1997","1997-09-18",1,"$203.48","Frankenversand","Berliner Platz 43","München",NULL,"80805","Germany","$7.75",25,"0","Rhönbräu Klosterbier",12,1,"24 - 0.5 l bottles","$7.75",125,0,25,0
"174.5","L","FRANR","France restauration","France","$1,000.00",10671,"1997-09-17 00:00:00","1997-10-15","1997","1997-09-24",1,"$30.34","France restauration","54, rue Royale","Nantes",NULL,"44000","France","$17.45",10,"0","Pavlova",7,3,"32 - 500 g boxes","$17.45",29,0,10,0
"493","M","FRANR","France restauration","France","$1,000.00",10671,"1997-09-17 00:00:00","1997-10-15","1997","1997-09-24",1,"$30.34","France restauration","54, rue Royale","Nantes",NULL,"44000","France","$49.30",10,"0","Tarte au sucre",29,3,"48 pies","$49.30",17,0,0,0
"252.6","M","FRANR","France restauration","France","$1,000.00",10671,"1997-09-17 00:00:00","1997-10-15","1997","1997-09-24",1,"$30.34","France restauration","54, rue Royale","Nantes",NULL,"44000","France","$21.05",12,"0","Louisiana Fiery Hot Pepper Sauce",2,2,"32 - 8 oz bottles","$21.05",76,0,0,0
"3557.25","H","BERGS","Berglunds snabbköp","Sweden","$1,000.00",10672,"1997-09-17 00:00:00","1997-10-01","1997","1997-09-26",2,"$95.75","Berglunds snabbköp","Berguvsvägen  8","Luleå",NULL,"S-958 22","Sweden","$263.50",15,"0.1","Côte de Blaye",18,1,"12 - 75 cl bottles","$348.48",17,0,15,0
"258","M","BERGS","Berglunds snabbköp","Sweden","$1,000.00",10672,"1997-09-17 00:00:00","1997-10-01","1997","1997-09-26",2,"$95.75","Berglunds snabbköp","Berguvsvägen  8","Luleå",NULL,"S-958 22","Sweden","$21.50",12,"0","Flotemysost",15,4,"10 - 500 g pkgs.","$21.50",26,0,0,0
"52.35","L","WILMK","Wilman Kala","Finland","$1,000.00",10673,"1997-09-18 00:00:00","1997-10-16","1997","1997-09-19",1,"$22.76","Wilman Kala","Keskuskatu 45","Helsinki",NULL,"21240","Finland","$17.45",3,"0","Pavlova",7,3,"32 - 500 g boxes","$17.45",29,0,10,0
"84","L","WILMK","Wilman Kala","Finland","$1,000.00",10673,"1997-09-18 00:00:00","1997-10-16","1997","1997-09-19",1,"$22.76","Wilman Kala","Keskuskatu 45","Helsinki",NULL,"21240","Finland","$14.00",6,"0","Singaporean Hokkien Fried Mee",20,5,"32 - 1 kg pkgs.","$14.00",16,0,0,1
"276","M","WILMK","Wilman Kala","Finland","$1,000.00",10673,"1997-09-18 00:00:00","1997-10-16","1997","1997-09-19",1,"$22.76","Wilman Kala","Keskuskatu 45","Helsinki",NULL,"21240","Finland","$46.00",6,"0","Ipoh Coffee",20,1,"16 - 500 g tins","$46.00",17,10,25,0
"45","L","ISLAT","Island Trading","UK","$1,000.00",10674,"1997-09-18 00:00:00","1997-10-16","1997","1997-09-30",2,"$0.90","Island Trading","Garden House Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK","$9.00",5,"0","Tunnbröd",9,5,"12 - 250 g pkgs.","$9.00",61,0,25,0
"697.5","M","FRANK","Frankenversand","Germany","$1,000.00",10675,"1997-09-19 00:00:00","1997-10-17","1997","1997-09-23",2,"$31.85","Frankenversand","Berliner Platz 43","München",NULL,"80805","Germany","$23.25",30,"0","Tofu",6,7,"40 - 100 g pkgs.","$23.25",35,0,0,0
"328","M","FRANK","Frankenversand","Germany","$1,000.00",10675,"1997-09-19 00:00:00","1997-10-17","1997","1997-09-23",2,"$31.85","Frankenversand","Berliner Platz 43","München",NULL,"80805","Germany","$32.80",10,"0","Perth Pasties",24,6,"48 pieces","$32.80",0,0,0,1
"397.5","M","FRANK","Frankenversand","Germany","$1,000.00",10675,"1997-09-19 00:00:00","1997-10-17","1997","1997-09-23",2,"$31.85","Frankenversand","Berliner Platz 43","München",NULL,"80805","Germany","$13.25",30,"0","Escargots de Bourgogne",27,8,"24 pieces","$13.25",62,0,20,0
"62","L","TORTU","Tortuga Restaurante","Mexico","$1,000.00",10676,"1997-09-22 00:00:00","1997-10-20","1997","1997-09-29",2,"$2.01","Tortuga Restaurante","Avda. Azteca 123","México D.F.",NULL,"05033","Mexico","$31.00",2,"0","Ikura",4,8,"12 - 200 ml jars","$31.00",23,0,0,0
"64.4","L","TORTU","Tortuga Restaurante","Mexico","$1,000.00",10676,"1997-09-22 00:00:00","1997-10-20","1997","1997-09-29",2,"$2.01","Tortuga Restaurante","Avda. Azteca 123","México D.F.",NULL,"05033","Mexico","$9.20",7,"0","Teatime Chocolate Biscuits",8,3,"10 boxes x 12 pieces","$9.20",25,0,5,0
"408.45","M","TORTU","Tortuga Restaurante","Mexico","$1,000.00",10676,"1997-09-22 00:00:00","1997-10-20","1997","1997-09-29",2,"$2.01","Tortuga Restaurante","Avda. Azteca 123","México D.F.",NULL,"05033","Mexico","$19.45",21,"0","Gula Malacca",20,2,"20 - 2 kg bags","$19.45",27,0,15,0
"796.36","M","ANTO ","Antonio Moreno Taquería","Mexico","$1,000.00",10677,"1997-09-22 00:00:00","1997-10-20","1997","1997-09-26",3,"$4.03","Antonio Moreno Taquería","Mataderos  2312","México D.F.",NULL,"05023","Mexico","$31.23",30,"0.15","Gumbär Gummibärchen",11,3,"100 - 250 g bags","$31.23",15,0,0,0
"17","L","ANTO ","Antonio Moreno Taquería","Mexico","$1,000.00",10677,"1997-09-22 00:00:00","1997-10-20","1997","1997-09-26",3,"$4.03","Antonio Moreno Taquería","Mataderos  2312","México D.F.",NULL,"05023","Mexico","$2.50",8,"0.15","Geitost",15,4,"500 g","$2.50",112,0,20,0
"3800","H","SAVEA","Save-a-lot Markets","USA","$1,000.00",10678,"1997-09-23 00:00:00","1997-10-21","1997","1997-10-16",3,"$388.98","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$38.00",100,"0","Queso Manchego La Pastora",5,4,"10 - 500 g pkgs.","$38.00",86,0,0,0
"75","L","SAVEA","Save-a-lot Markets","USA","$1,000.00",10678,"1997-09-23 00:00:00","1997-10-21","1997","1997-10-16",3,"$388.98","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$2.50",30,"0","Geitost",15,4,"500 g","$2.50",112,0,20,0
"1158","M","SAVEA","Save-a-lot Markets","USA","$1,000.00",10678,"1997-09-23 00:00:00","1997-10-21","1997","1997-10-16",3,"$388.98","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$9.65",120,"0","Jack's New England Clam Chowder",19,8,"12 - 12 oz cans","$9.65",85,0,10,0
"223.5","M","SAVEA","Save-a-lot Markets","USA","$1,000.00",10678,"1997-09-23 00:00:00","1997-10-21","1997","1997-10-16",3,"$388.98","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$7.45",30,"0","Tourtière",25,6,"16 pies","$7.45",21,0,10,0
"660","M","BLONP","Blondesddsl père et fils","France","$1,000.00",10679,"1997-09-23 00:00:00","1997-10-21","1997","1997-09-30",3,"$27.94","Blondel père et fils","24, place Kléber","Strasbourg",NULL,"67000","France","$55.00",12,"0","Raclette Courdavault",28,4,"5 kg pkg.","$55.00",79,0,0,0
"654.38","M","OLDWO","Old World Delicatessen","USA","$1,000.00",10680,"1997-09-24 00:00:00","1997-10-22","1997","1997-09-26",1,"$26.61","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA","$17.45",50,"0.25","Pavlova",7,3,"32 - 500 g boxes","$17.45",29,0,10,0
"187.5","L","OLDWO","Old World Delicatessen","USA","$1,000.00",10680,"1997-09-24 00:00:00","1997-10-22","1997","1997-09-26",1,"$26.61","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA","$12.50",20,"0.25","Gorgonzola Telino",14,4,"12 - 100 g pkgs","$12.50",0,70,20,0
"420","M","OLDWO","Old World Delicatessen","USA","$1,000.00",10680,"1997-09-24 00:00:00","1997-10-22","1997","1997-09-26",1,"$26.61","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA","$14.00",40,"0.25","Singaporean Hokkien Fried Mee",20,5,"32 - 1 kg pkgs.","$14.00",16,0,0,1
"248.4","M","GREAL","Great Lakes Food Market","USA","$1,000.00",10681,"1997-09-25 00:00:00","1997-10-23","1997","1997-09-30",3,"$76.13","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA","$9.20",30,"0.1","Teatime Chocolate Biscuits",8,3,"10 boxes x 12 pieces","$9.20",25,0,5,0
"108","L","GREAL","Great Lakes Food Market","USA","$1,000.00",10681,"1997-09-25 00:00:00","1997-10-23","1997","1997-09-30",3,"$76.13","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA","$10.00",12,"0.1","Sir Rodney's Scones",8,3,"24 pkgs. x 4 pieces","$10.00",3,40,5,0
"931","M","GREAL","Great Lakes Food Market","USA","$1,000.00",10681,"1997-09-25 00:00:00","1997-10-23","1997","1997-09-30",3,"$76.13","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA","$33.25",28,"0","Wimmers gute Semmelknödel",12,5,"20 bags x 4 pieces","$33.25",22,80,30,0
"75","L","ANTO ","Antonio Moreno Taquería","Mexico","$1,000.00",10682,"1997-09-25 00:00:00","1997-10-23","1997","1997-10-01",2,"$36.13","Antonio Moreno Taquería","Mataderos  2312","México D.F.",NULL,"05023","Mexico","$2.50",30,"0","Geitost",15,4,"500 g","$2.50",112,0,20,0
"68","L","ANTO ","Antonio Moreno Taquería","Mexico","$1,000.00",10682,"1997-09-25 00:00:00","1997-10-23","1997","1997-10-01",2,"$36.13","Antonio Moreno Taquería","Mataderos  2312","México D.F.",NULL,"05023","Mexico","$17.00",4,"0","Louisiana Hot Spiced Okra",2,2,"24 - 8 oz jars","$17.00",4,100,20,0
"232.5","M","ANTO ","Antonio Moreno Taquería","Mexico","$1,000.00",10682,"1997-09-25 00:00:00","1997-10-23","1997","1997-10-01",2,"$36.13","Antonio Moreno Taquería","Mataderos  2312","México D.F.",NULL,"05023","Mexico","$7.75",30,"0","Rhönbräu Klosterbier",12,1,"24 - 0.5 l bottles","$7.75",125,0,25,0
"63","L","DUMO ","Du monde entier","France","$1,000.00",10683,"1997-09-26 00:00:00","1997-10-24","1997","1997-10-01",1,"$4.40","Du monde entier","67, rue des Cinquante Otages","Nantes",NULL,"44000","France","$7.00",9,"0","Filo Mix",24,5,"16 - 2 kg boxes","$7.00",38,0,25,0
"368","M","OTTIK","Ottilies Käseladen","Germany","$1,000.00",10684,"1997-09-26 00:00:00","1997-10-24","1997","1997-09-30",1,"$145.63","Ottilies Käseladen","Mehrheimerstr. 369","Köln",NULL,"50739","Germany","$18.40",20,"0","Boston Crab Meat",19,8,"24 - 4 oz tins","$18.40",900,0,30,0
"380","M","OTTIK","Ottilies Käseladen","Germany","$1,000.00",10684,"1997-09-26 00:00:00","1997-10-24","1997","1997-09-30",1,"$145.63","Ottilies Käseladen","Mehrheimerstr. 369","Köln",NULL,"50739","Germany","$9.50",40,"0","Zaanse koeken",22,3,"10 - 4 oz boxes","$9.50",36,0,0,0
"1020","M","OTTIK","Ottilies Käseladen","Germany","$1,000.00",10684,"1997-09-26 00:00:00","1997-10-24","1997","1997-09-30",1,"$145.63","Ottilies Käseladen","Mehrheimerstr. 369","Köln",NULL,"50739","Germany","$34.00",30,"0","Camembert Pierrot",28,4,"15 - 300 g rounds","$34.00",19,0,0,0
"620","M","URL  ","Gourmet Lanchonetes","Brazil","$1,000.00",10685,"1997-09-29 00:00:00","1997-10-13","1997","1997-10-03",2,"$33.75","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil","$31.00",20,"0","Ikura",4,8,"12 - 200 ml jars","$31.00",23,0,0,0
"38.6","L","URL  ","Gourmet Lanchonetes","Brazil","$1,000.00",10685,"1997-09-29 00:00:00","1997-10-13","1997","1997-10-03",2,"$33.75","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil","$9.65",4,"0","Jack's New England Clam Chowder",19,8,"12 - 12 oz cans","$9.65",85,0,10,0
"142.5","L","URL  ","Gourmet Lanchonetes","Brazil","$1,000.00",10685,"1997-09-29 00:00:00","1997-10-13","1997","1997-10-03",2,"$33.75","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil","$9.50",15,"0","Zaanse koeken",22,3,"10 - 4 oz boxes","$9.50",36,0,0,0
"936","M","PICCO","Piccolo und mehr","Austria","$1,000.00",10686,"1997-09-30 00:00:00","1997-10-28","1997","1997-10-08",1,"$96.50","Piccolo und mehr","Geislweg 14","Salzburg",NULL,"5020","Austria","$39.00",30,"0.2","Alice Mutton",7,6,"20 - 1 kg tins","$39.00",0,0,0,1
"468.45","M","PICCO","Piccolo und mehr","Austria","$1,000.00",10686,"1997-09-30 00:00:00","1997-10-28","1997","1997-10-08",1,"$96.50","Piccolo und mehr","Geislweg 14","Salzburg",NULL,"5020","Austria","$31.23",15,"0","Gumbär Gummibärchen",11,3,"100 - 250 g bags","$31.23",15,0,0,0
